ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number,close,return_7d
ABNB,1559720,2025-12-15,0,2960.0,132.04,390838.39999999997,1,1,0,CEO and Chairman,I,0001193125-25-321203,129.2899932861328,0.05197618972592126
ABNB,1559720,2025-12-15,0,24567.0,131.57,3232280.19,1,1,0,CEO and Chairman,I,0001193125-25-321203,129.2899932861328,0.05197618972592126
ABNB,1559720,2025-12-17,0,15263.0,135.0,2060505.0,1,0,0,Chief Technology Officer,D,0001193125-25-326800,133.9600067138672,0.018960832777189456
ABNB,1559720,2025-12-19,0,1915.0,135.01,258544.15,1,0,0,Chief Technology Officer,D,0001193125-25-330844,134.14999389648438,0.018412235058386055
ABNB,1559720,2025-12-19,0,650.0,134.15,87197.5,1,0,0,Chief Technology Officer,D,0001193125-25-330844,134.14999389648438,0.018412235058386055
ABNB,1559720,2025-12-29,0,4071.0,137.03,557849.13,0,1,0,,I,0001193125-25-338296,136.5,-0.002893804193853022
ABNB,1559720,2025-12-29,0,53929.0,136.68,7371015.720000001,0,1,0,,I,0001193125-25-338296,136.5,-0.002893804193853022
ABR-PF,1253986,2025-11-13,1,25000.0,9.1,227500.0,1,1,0,"COB, CEO and President",I,0001104659-25-113287,21.724949361671296,0.0036182508249556454
ABR-PF,1253986,2025-11-17,1,2508.0,8.3,20816.4,1,0,0,CCO & Head of Non-Agcy Prod,D,0001104659-25-113659,21.813381067627496,0.011261318695921823
ABR-PF,1253986,2025-11-17,1,5000.0,8.28,41400.0,0,1,0,,D,0001104659-25-113654,21.813381067627496,0.011261318695921823
ABR-PF,1253986,2025-11-17,1,29000.0,8.34,241860.0,1,1,0,"COB, CEO and President",I,0001104659-25-113287,21.813381067627496,0.011261318695921823
ABR-PF,1253986,2025-11-28,1,12800.0,9.02,115456.0,0,1,0,,D,0001104659-25-117324,21.96076793350006,-0.004474284035180609
ABSI,1672688,2025-12-05,1,40000.0,3.72,148800.0,0,1,0,,D,0001672688-25-000096,3.7300000190734863,-0.09651478060952573
ABT,1800,2025-11-25,0,1586.0,128.02,203039.72000000003,1,0,0,Senior Vice President,D,0002058129-25-000009,126.6484608338029,-0.012805382506534013
ABTC,1755953,2025-12-16,1,175000.0,1.66,290500.0,0,1,0,,D,0001193125-25-323509,1.6399999856948853,0.15243902571991327
ABTC,1755953,2025-12-22,1,101000.0,1.98,199980.0,0,1,0,,D,0001193125-25-331019,1.9900000095367432,-0.12060301928974028
ACAD,1070494,2025-11-10,0,30000.0,22.37,671100.0,0,1,0,,D,0001560782-25-000006,22.799999237060547,0.03552637721032853
ACAD,1070494,2025-11-18,0,10262.0,23.69,243106.78,1,0,0,"EVP, CHIEF FINANCIAL OFFICER",D,0001899977-25-000006,23.690000534057617,0.052342749816974246
ACAD,1070494,2025-11-18,0,4084.0,23.69,96749.96,1,0,0,PRINCIPAL ACCOUNTING OFFICER,D,0001816160-25-000004,23.690000534057617,0.052342749816974246
ACEL,1698991,2025-12-01,0,45000.0,10.31,463950.0,1,1,0,CEO and President,D,0001794156-25-000009,10.220000267028809,0.03816040894897348
ACEL,1698991,2025-12-11,0,12500.0,11.01,137625.0,0,1,0,,I,0001794305-25-000009,10.8100004196167,0.031452283599969544
ACEL,1698991,2025-12-15,0,12500.0,11.19,139875.0,0,1,0,,I,0001794305-25-000011,11.109999656677246,0.03510354233794768
ACEL,1698991,2025-12-15,0,12500.0,11.2,140000.0,0,1,0,,I,0001794305-25-000011,11.109999656677246,0.03510354233794768
ACEL,1698991,2025-12-15,0,10000.0,11.11,111100.0,1,0,0,Secretary,D,0001794002-25-000007,11.109999656677246,0.03510354233794768
ACEL,1698991,2025-12-23,0,5000.0,11.5,57500.0,1,0,0,Chief Compliance Officer,D,0001794002-25-000009,11.15999984741211,0.0134409116716407
ACEL,1698991,2025-12-24,0,5000.0,11.5,57500.0,1,0,0,Chief Compliance Officer,D,0001794002-25-000009,11.5,-0.008695685345193615
ACET,1720580,2025-10-08,1,1500000.0,1.0,1500000.0,0,0,0,,I,0000947871-25-000898,13.760000228881836,0.23255805249727518
ACET,1720580,2025-10-08,1,3500000.0,1.0,3500000.0,0,0,0,,I,0000947871-25-000898,13.760000228881836,0.23255805249727518
ACGLN,947484,2025-11-28,0,8000.0,94.62,756960.0,1,0,0,EVP AND CFO,D,0001741826-25-000005,16.896824030816834,-0.0005820195903441305
ACGLN,947484,2025-12-12,0,28866.0,93.81,2707919.46,0,1,0,,I,0001227099-25-000007,16.95583454159538,-0.010370109151426493
ACGLN,947484,2025-12-12,0,175000.0,93.91,16434250.0,0,1,0,,I,0001227099-25-000007,16.95583454159538,-0.010370109151426493
ACGLN,947484,2025-12-15,0,8800.0,94.17,828696.0,0,1,0,,I,0001227099-25-000007,17.030000686645508,-0.02172641364151815
ACI,1646972,2025-10-16,0,100000.0,19.35,1935000.0000000002,1,0,0,EVP & Chief HR Officer,D,0001329101-25-000004,18.85424449715824,-0.02420108801178774
ACI,1646972,2025-10-16,0,230000.0,19.25,4427500.0,1,0,0,Chief Tech &Transformation Off,D,0001797932-25-000003,18.85424449715824,-0.02420108801178774
ACI,1646972,2025-10-17,0,17815.0,19.75,351846.25,1,0,0,SVP & Chief Accounting Officer,D,0001479490-25-000003,19.080454180589317,-0.031094053661200143
ACIC,1401521,2025-11-10,0,18409.0,11.86,218330.74,1,0,0,Chief Operating Officer,D,0001777165-25-000005,11.400284742198965,-0.04372931138576665
ACIW,935036,2025-11-10,0,4210.0,47.69,200774.9,1,0,0,Chief Technology Officer,D,0002014812-25-000003,48.97999954223633,-0.05226625964100879
ACLS,1113232,2025-12-11,0,3034.0,89.46,271421.63999999996,1,0,0,"EVP, Research, Dev. & Eng.",D,0001979418-25-000004,90.25,-0.06626042500757445
ACLS,1113232,2025-12-17,0,2000.0,86.05,172100.0,0,1,0,,D,0001385162-25-000004,86.05000305175781,-0.0470656932960455
ACLX,1786205,2025-10-03,0,4882.0,86.0,419852.0,1,0,0,CHIEF FINANCIAL OFFICER,D,0001193125-25-232216,82.94000244140625,0.03966723919319385
ACLX,1786205,2025-10-06,0,1064.0,86.22,91738.08,1,0,0,CHIEF FINANCIAL OFFICER,D,0001193125-25-232216,85.26000213623047,0.019821660446494062
ACLX,1786205,2025-10-15,0,5364.0,91.04,488338.56000000006,1,0,0,CHIEF FINANCIAL OFFICER,D,0001193125-25-240536,86.94999694824219,-0.030822316264957166
ACLX,1786205,2025-11-17,0,340.0,90.0,30600.0,1,0,0,CHIEF MEDICAL OFFICER,D,0001193125-25-284944,90.0,-0.18677775065104166
ACM,868857,2025-12-15,0,6000.0,98.85,593100.0,1,0,0,CHIEF LEGAL OFFICER,D,0001805823-25-000005,98.6928565081127,-0.015959624027467315
ACM,868857,2025-12-17,0,9502.0,97.01,921789.02,1,0,0,CHIEF LEGAL OFFICER,D,0001805823-25-000005,96.70902917548618,0.00402018624484586
ACM,868857,2025-12-17,0,193.0,98.35,18981.55,1,0,0,PRESIDENT,D,0001723099-25-000006,96.70902917548618,0.00402018624484586
ACM,868857,2025-12-17,0,17340.0,97.01,1682153.4000000001,1,0,0,PRESIDENT,D,0001723099-25-000006,96.70902917548618,0.00402018624484586
