ticker,cik,transaction_date,is_buy,shares,price_per_share,transaction_value,is_officer,is_director,is_ten_pct_owner,officer_title,ownership_type,accession_number,close,return_7td,excess_return_7td
AAPL,320193,2025-10-16,0,500.0,248.73,124365.0,1,0,0,"Senior Vice President, CFO",D,0002050912-25-000008,246.97926330566406,0.08632040970137649,0.04919750429281077
AAPL,320193,2025-11-07,0,3752.0,271.23,1017654.9600000001,1,0,0,Principal Accounting Officer,D,0001631982-25-000011,267.9592590332031,-0.0028707968314748756,0.013696790807421652
AARD,1774857,2025-12-11,1,3000.0,14.4,43200.0,1,0,0,Chief Financial Officer,D,0001193125-25-318070,15.609999656677246,-0.06790515626238104,-0.06464334411559072
AARD,1774857,2025-12-11,1,7000.0,14.49,101430.0,1,1,0,Chief Executive Officer,D,0001193125-25-318069,15.609999656677246,-0.06790515626238104,-0.06464334411559072
ABAKF,790500,2025-10-15,1,534.0,15.57,8314.380000000001,0,1,0,,D,0001104659-25-100286,2.109999895095825,0.0,-0.018082565852049697
ABAT,1576873,2025-10-16,0,78746.0,10.22,804784.12,1,1,0,Chief Executive Officer,D,0001493152-25-018504,5.670000076293945,-0.04938275238813838,-0.08650565779670409
ABAT,1576873,2025-11-10,0,90000.0,4.34,390600.0,0,1,0,,D,0001493152-25-021981,4.28000020980835,-0.06074771405057437,-0.032899640285298945
ABAT,1576873,2025-12-04,0,12333.0,4.05,49948.649999999994,1,0,0,Chief Operating Officer,D,0001493152-25-026671,4.190000057220459,-0.06205250284309884,-0.05613014026690459
ABAT,1576873,2025-12-16,0,37600.0,3.97,149272.0,0,1,0,,I,0001493152-25-028370,4.010000228881836,-0.04738161715567246,-0.06645150275574577
ABAT,1576873,2025-12-16,0,17500.0,3.88,67900.0,1,0,0,Chief Mineral Resource Officer,D,0001493152-25-028372,4.010000228881836,-0.04738161715567246,-0.06645150275574577
ABCB,351569,2025-12-08,1,307.58,77.22,23751.327599999997,0,1,0,,D,0000351569-25-000043,76.30662536621094,0.013070127744768819,0.03133923041540991
ABCL,1703057,2025-11-26,1,50000.0,3.57,178500.0,0,1,0,,D,0001834423-25-000004,3.640000104904175,-0.013736315740073191,-0.018712367946800076
ABEO,318306,2025-09-29,0,9366.0,5.39,50482.74,1,0,0,"SVP, Chief Legal Officer",D,0001493152-25-016544,5.329999923706055,0.03939963248647769,0.025511727068581194
ABEO,318306,2025-09-29,0,19274.0,5.39,103886.86,1,1,0,Chief Executive Officer,D,0001493152-25-016543,5.329999923706055,0.03939963248647769,0.025511727068581194
ABEO,318306,2025-09-29,0,9035.0,5.39,48698.649999999994,1,0,0,Chief Financial Officer,D,0001493152-25-016542,5.329999923706055,0.03939963248647769,0.025511727068581194
ABEO,318306,2025-09-30,0,25000.0,5.24,131000.0,1,1,0,Chief Executive Officer,D,0001493152-25-016543,5.28000020980835,0.07196962547422944,0.06499494032754416
ABEO,318306,2025-10-16,0,249.0,5.49,1367.01,1,1,0,Chief Executive Officer,D,0001493152-25-018311,5.46999979019165,0.012797106827480222,-0.02432579858108549
ABEO,318306,2025-11-13,0,15000.0,4.74,71100.0,0,1,0,,D,0001493152-25-023532,4.53000020980835,0.013245019867687695,0.018049496914993246
ABEO,318306,2025-12-29,0,25000.0,5.31,132750.0,1,1,0,Chief Executive Officer,D,0001493152-25-029384,5.369999885559082,-0.05214147838702236,-0.054417805910066334
ABG,1144980,2025-11-25,0,1132.0,235.26,266314.32,1,0,0,SVP & CHRO,D,0001144980-25-000153,233.6199951171875,0.022600799972829138,0.00715269546290955
ABM,771497,2025-10-01,0,3567.0,46.25,164973.75,1,0,0,SVP - Chief Accounting Officer,D,0001225208-25-008428,46.22023010253906,-0.044599712983012386,-0.020954101904633468
ABNB,1559720,2025-09-29,0,209614.0,123.49,25885232.86,0,1,0,,I,0001193125-25-226743,122.91999816894531,-0.02383664455598748,-0.03772454997388397
ABNB,1559720,2025-09-29,0,586.0,122.96,72054.56,0,1,0,,I,0001193125-25-226743,122.91999816894531,-0.02383664455598748,-0.03772454997388397
ABNB,1559720,2025-09-29,0,25800.0,124.26,3205908.0,0,1,0,,I,0001193125-25-226743,122.91999816894531,-0.02383664455598748,-0.03772454997388397
