ticker,transaction_date,num_buy_transactions,total_shares_bought,total_value_bought,has_officer_buy,has_director_buy,has_ten_pct_owner_buy,avg_transaction_value,close,return_7td,excess_return_7td,total_shares_count,shares_traded_pct,label_7td
AAP,2024-10-25,1,69.28,2545.3472,0,1,0,2545.3472,35.71097183227539,0.03864991806261808,0.043016279475746086,60100000.0,0.00011527454242928453,0
AAP,2024-11-25,2,2780.0,107727.0,1,1,0,53863.5,42.20387268066406,0.00437583359756576,-0.010278304091681479,60100000.0,0.004625623960066556,0
AAP,2024-11-26,1,925.0,39886.0,1,0,0,39886.0,42.61211013793945,0.025775638334833265,0.014376708467909841,60100000.0,0.0015391014975041598,0
AAP,2025-03-11,3,17140.0,590471.0,1,1,0,196823.66666666666,35.69312286376953,0.030668059744752927,0.014368853998038552,60100000.0,0.028519134775374377,0
AAP,2025-03-27,1,200.0,8140.000000000001,1,0,0,8140.000000000001,39.45594787597656,-0.19668065017006442,-0.0858382663724003,60100000.0,0.00033277870216306157,0
AARD,2025-02-14,4,839042.0,13424672.0,1,1,0,3356168.0,13.300000190734863,-0.014285754235550813,0.011647103068612597,21773272.0,3.853541167354176,0
AARD,2025-09-15,3,36000.0,305635.0,1,1,0,101878.33333333333,9.949999809265137,0.22311560900349084,0.21968560597649656,21773272.0,0.16534033102603962,1
AARD,2025-12-11,2,10000.0,144630.0,1,1,0,72315.0,15.609999656677246,-0.06790515626238104,-0.06464334411559072,21773272.0,0.04592786972945545,0
AASP,2024-07-03,2,2990780.0,1196312.0,1,1,0,598156.0,0.20999999344348907,1.6190477575844961,1.6020349609935105,12534027.0,23.861285762349162,1
AAT,2021-12-30,1,10000.0,375800.0,1,1,0,375800.0,29.90024757385254,0.022666513824877884,0.04535872322977358,61390936.0,0.016289049575657227,0
AAT,2022-03-11,7,94416.0,3418027.49,1,1,0,488289.6414285715,29.268539428710938,0.0024732254060307285,-0.07061838782058392,61390936.0,0.1537946904735253,0
AAT,2022-03-15,1,17238.0,620323.24,1,1,0,620323.24,29.011159896850586,-0.0002771166170497527,-0.06073763794370565,61390936.0,0.028079063658517926,0
AAT,2022-05-10,3,47194.0,1630100.18,1,1,0,543366.7266666667,26.011117935180664,-0.013296163754204731,0.011762260544934027,61390936.0,0.07687454056735671,0
AAT,2022-06-06,7,101197.0,3301083.55,1,1,0,471583.3642857143,25.930688858032227,-0.07507170388496662,0.0053470273347241,61390936.0,0.16484029499077843,0
AAT,2022-06-15,2,31882.0,938682.1799999999,1,1,0,469341.08999999997,23.984027862548828,0.026074914243370214,-0.0029806023862898323,61390936.0,0.05193274785711037,0
AAT,2022-08-08,3,65000.0,1915450.0,1,1,0,638483.3333333334,24.049001693725586,0.007767474318923357,-0.024594370333702008,61390936.0,0.10587882224177199,0
AAT,2022-09-02,9,257071.0,7506052.6,1,1,0,834005.8444444444,22.262176513671875,-0.003407360240826773,-0.00894980644619404,61390936.0,0.4187442263463779,0
AAT,2022-09-15,3,127324.0,3482148.0,1,1,0,1160716.0,22.186321258544922,-0.08703714625023921,-0.023902576824716068,61390936.0,0.20739869481709808,0
AAT,2022-11-04,2,60000.0,1663500.0,1,1,0,831750.0,23.21346664428711,-0.0003542159420673295,-0.05901407425885775,61390936.0,0.09773429745394337,0
